0.9284834,-0.1359809,58.67708
0.9213674,-0.1422299,59.22081
0.9137033,-0.1489514,59.83499
0.9085914,-0.1585142,60.60696
0.9064699,-0.1706966,61.52185
0.9047174,-0.1832647,62.48695
0.9029374,-0.1959182,63.47977
0.8947009,-0.2088511,65.33066
0.8848245,-0.2212865,67.35456
0.8748665,-0.2327558,69.35309
0.8649454,-0.2430269,71.29694
0.8559037,-0.251473,73.13103
0.8473642,-0.2583822,74.86662
0.8403871,-0.2617441,75.98338
0.8333153,-0.264366,77.08953
0.826122,-0.2664194,78.19643
0.81881,-0.2680158,79.3037
0.8113766,-0.2692549,80.41177
0.8038155,-0.2702206,81.52166
0.7961187,-0.2709809,82.63472
0.7882769,-0.2715892,83.75251
0.7802805,-0.2720864,84.87662
0.772121,-0.2725036,86.00858
0.7637907,-0.2728641,87.1498
0.7552838,-0.2731855,88.30148
0.7490417,-0.2735692,89.46864
0.7426983,-0.2739401,90.64813
0.7362032,-0.2743046,91.84039
0.7295599,-0.2746689,93.04568
0.722773,-0.2750382,94.26402
0.7158477,-0.2754167,95.49523
0.7087902,-0.2758079,96.7389
0.7016077,-0.2762148,97.99442
0.6943082,-0.27664,99.26099
0.6869003,-0.2770855,100.5377
0.6793935,-0.2775532,101.8233
0.6717979,-0.2780445,103.1168
0.6641241,-0.2785604,104.4166
0.6563833,-0.2791018,105.7213
0.6485872,-0.2796691,107.0295
0.640748,-0.2802628,108.3395
0.6332309,-0.2802644,109.6938
0.6261665,-0.2794673,111.1056
0.6191134,-0.2786655,112.5163
0.6120824,-0.2778624,113.924
0.6050838,-0.2770612,115.3266
0.5981277,-0.2762651,116.7223
0.5906791,-0.2749787,118.1309
0.5819297,-0.2724568,119.5832
0.5713958,-0.267974,121.3855
0.5598204,-0.262313,123.3942
0.5483758,-0.2567132,125.382
0.5401364,-0.2519669,127.3654
0.5343826,-0.2478985,129.337
0.5287159,-0.2439039,131.2785
0.5231438,-0.2399911,133.1875
0.5176725,-0.2361678,135.0619
0.5123081,-0.2324403,136.8996
0.5070555,-0.2288143,138.699
0.5019191,-0.2252944,140.4586
0.4969026,-0.2218843,142.1771
0.4920089,-0.2185867,143.8536
0.4872401,-0.2154039,145.4873
0.482598,-0.212337,147.0777
0.4780835,-0.2093866,148.6243
0.4736971,-0.2065527,150.1271
0.469439,-0.2038345,151.5859
0.4653082,-0.2012308,153.001
0.4613042,-0.19874,154.3726
0.4574257,-0.1963601,155.7011
0.9149774,-0.147042,54.90454
0.9072155,-0.1527478,55.40748
0.8994829,-0.159785,56.0135
0.89867,-0.1705909,56.80799
0.8976831,-0.1825647,57.70732
0.8965305,-0.1956187,58.7069
0.8952356,-0.2095378,59.79312
0.8938379,-0.2239735,60.94278
0.89239,-0.2384693,62.12465
0.8909506,-0.2525182,63.30328
0.884393,-0.2657354,65.26994
0.876556,-0.2776694,67.39098
0.8624772,-0.2876782,69.44562
0.8488953,-0.2961797,71.4572
0.8390452,-0.3020914,73.13394
0.833984,-0.3047542,74.3577
0.8295192,-0.304978,75.59158
0.8251169,-0.3051442,76.83502
0.8170817,-0.305016,78.06089
0.8088185,-0.3048644,79.28281
0.8006086,-0.3047308,80.49866
0.7931097,-0.3046556,81.70726
0.7873861,-0.3046893,82.90944
0.78168,-0.3047776,84.1024
0.7759818,-0.3049264,85.28709
0.7702814,-0.3051392,86.46503
0.7645683,-0.3054181,87.63808
0.7588322,-0.3057636,88.80826
0.7526246,-0.3054893,89.97317
0.7461069,-0.3048603,91.13645
0.7395141,-0.3042548,92.30234
0.7328449,-0.3036784,93.47239
0.7260978,-0.3031353,94.64789
0.7192723,-0.302629,95.82986
0.7123688,-0.3021621,97.01901
0.7053884,-0.3017365,98.21582
0.6983329,-0.3013541,99.42046
0.6912052,-0.3010159,100.6329
0.6840085,-0.300723,101.8528
0.676747,-0.3004758,103.0799
0.6694255,-0.3002746,104.3133
0.6625095,-0.299314,105.6099
0.6556424,-0.2982281,106.9235
0.6487599,-0.2971412,108.244
0.6418682,-0.2960545,109.5701
0.6349732,-0.2949691,110.9004
0.6280822,-0.2938863,112.2334
0.6212021,-0.2928072,113.5676
0.6143402,-0.2917333,114.9013
0.607504,-0.2906658,116.2329
0.6007013,-0.2896063,117.5608
0.5939397,-0.2885563,118.8831
0.5862338,-0.2866089,120.2381
0.5778028,-0.2839591,121.6154
0.5694422,-0.2813295,122.9821
0.5592996,-0.2767443,124.6982
0.5482455,-0.2711222,126.5952
0.5373042,-0.2655461,128.4744
0.5295715,-0.260813,130.3528
0.5241944,-0.2567127,132.2221
0.5188909,-0.2526705,134.065
0.5136682,-0.2486946,135.8791
0.5085328,-0.2447928,137.6623
0.5034907,-0.2409722,139.4124
0.4985474,-0.2372391,141.1277
0.4937074,-0.2335991,142.8067
0.488975,-0.2300569,144.4479
0.4843537,-0.2266166,146.0503
0.4798461,-0.2232814,147.6129
0.4754547,-0.2200536,149.1351
0.471181,-0.2169353,150.6161
0.4670261,-0.2139274,152.0558
0.4629906,-0.2110303,153.454
0.4590749,-0.208244,154.8106
0.455278,-0.2055679,156.1257
0.4515997,-0.2030009,157.3997
0.4480385,-0.2005414,158.6329
0.4445931,-0.1981876,159.8258
0.4412622,-0.1959372,160.979
0.4396303,-0.195022,162.1395
0.4386464,-0.1946236,163.2776
0.9120937,-0.1546534,52.49313
0.9064171,-0.1598408,52.96248
0.9036157,-0.1688874,53.62823
0.9002177,-0.1792945,54.40229
0.896178,-0.191162,55.29296
0.8944241,-0.2038964,56.27517
0.8931454,-0.2177577,57.36002
0.8923687,-0.2320409,58.58001
0.8919026,-0.2465371,59.89291
0.8913454,-0.2611165,61.23375
0.8906965,-0.2752602,62.55949
0.8862784,-0.2883502,64.04304
0.871483,-0.29758,66.16851
0.858376,-0.3020428,68.23437
0.8459417,-0.3061127,70.2486
0.8359146,-0.3089364,72.00228
0.8311489,-0.3093941,73.21257
0.8262849,-0.3098606,74.44996
0.8212084,-0.3109678,75.73044
0.814487,-0.311732,77.00581
0.8051946,-0.3120638,78.26323
0.797367,-0.3122598,79.51611
0.791163,-0.312367,80.76144
0.7850686,-0.3123632,81.99454
0.7790848,-0.3122728,83.21429
0.7731851,-0.3121718,84.4226
0.7673854,-0.3121333,85.65364
0.7616271,-0.3121501,86.87074
0.7558948,-0.3122354,88.07467
0.7501785,-0.3123892,89.26756
0.7444676,-0.3126106,90.45183
0.738752,-0.3128981,91.62988
0.7330222,-0.3132501,92.80401
0.7272694,-0.3136647,93.97637
0.7214861,-0.3141401,95.14889
0.7157159,-0.3145874,96.32938
0.7100592,-0.3148203,97.53241
0.7043889,-0.3150528,98.74355
0.6987019,-0.3152853,99.96342
0.6921834,-0.314248,101.1841
0.6854666,-0.3129327,102.4122
0.678733,-0.3116228,103.6494
0.671984,-0.3103192,104.8955
0.6652215,-0.3090225,106.1499
0.6584484,-0.3077334,107.4119
0.6516681,-0.3064521,108.6808
0.6448845,-0.305179,109.9555
0.6381017,-0.3039144,111.235
0.6313246,-0.3026585,112.5181
0.6245583,-0.3014118,113.8035
0.6178086,-0.3001744,115.0899
0.6110809,-0.2989471,116.3758
0.6043815,-0.2977303,117.6599
0.5977169,-0.2965248,118.9405
0.5910932,-0.2953314,120.2162
0.5829961,-0.2927596,121.5462
0.5747835,-0.2900468,122.875
0.5666346,-0.2873518,124.1943
0.5576674,-0.283731,125.6755
0.546899,-0.2781336,127.5098
0.5362252,-0.2725689,129.3295
0.5263228,-0.2672166,131.136
0.5211492,-0.263093,132.9519
0.5160373,-0.259015,134.7448
0.5109944,-0.2549912,136.5122
0.5060272,-0.2510296,138.2519
0.5011421,-0.2471378,139.9618
0.4963443,-0.2433226,141.64
0.4916395,-0.2395903,143.2848
0.4870321,-0.2359466,144.8947
0.482526,-0.2323963,146.4684
0.4781248,-0.2289435,148.0049
0.4738312,-0.2255917,149.5032
0.4696475,-0.2223437,150.9626
0.4655756,-0.2192014,152.3826
0.4616165,-0.2161662,153.7629
0.4577707,-0.2132389,155.1033
0.4540387,-0.2104197,156.4037
0.4504201,-0.2077083,157.6643
0.4469146,-0.2051037,158.8854
0.4435207,-0.2026051,160.0672
0.4402376,-0.2002104,161.2102
0.4370636,-0.197918,162.3151
0.4349586,-0.1964736,163.4105
0.4341212,-0.1960308,164.5031
0.4333302,-0.1955886,165.5552
0.4335318,-0.1945055,166.523
0.4336979,-0.1934771,167.456
0.4338303,-0.1925016,168.3553
0.4339309,-0.1915769,169.2216
0.4340014,-0.1907011,170.056
0.4340436,-0.1898723,170.8594
0.4340593,-0.1890884,171.6327
0.4340506,-0.1883476,172.3768
0.9177492,-0.1594301,50.65607
0.9160048,-0.1657836,51.17595
0.9138863,-0.1732703,51.79627
0.9112975,-0.1820458,52.5317
0.9081817,-0.192269,53.39611
0.9044998,-0.2040416,54.39883
0.9002502,-0.2173647,55.54118
0.8998995,-0.2311906,56.77171
0.899476,-0.2460485,58.10485
0.8989756,-0.2615009,59.50515
0.8983948,-0.2770021,60.92807
0.8957731,-0.286115,62.29074
0.8886951,-0.2915271,63.5518
0.8766208,-0.2963686,65.08948
0.8631141,-0.3030208,67.1518
0.8502536,-0.3101016,69.1886
0.8390999,-0.3157802,71.06683
0.8344234,-0.3178895,72.25033
0.8294865,-0.3195358,73.47188
0.8244867,-0.3207691,74.71952
0.8160201,-0.3214193,75.97
0.8066546,-0.3217345,77.23127
0.8001767,-0.3219448,78.50681
0.793739,-0.3219932,79.78482
0.7873676,-0.3219174,81.05877
0.7810864,-0.3217466,82.32305
0.7749133,-0.321503,83.57342
0.7688601,-0.3212033,84.80705
0.7629325,-0.3208595,86.02261
0.7571301,-0.3204797,87.21992
0.7514478,-0.3200696,88.39995
0.7458767,-0.3196326,89.56438
0.7404059,-0.3191703,90.71544
0.7350229,-0.3186834,91.85561
0.7297146,-0.318172,92.98753
0.7244686,-0.3176354,94.11374
0.7192733,-0.3170726,95.23665
0.7141177,-0.3164826,96.35843
0.7089926,-0.3158643,97.481
0.7038898,-0.3152165,98.60599
0.6984754,-0.3153342,99.76259
0.693015,-0.3155582,100.9288
0.687548,-0.3157816,102.1016
0.6820717,-0.3160046,103.2817
0.6765839,-0.3162272,104.4692
0.6710836,-0.3164496,105.6643
0.6655709,-0.3166717,106.8667
0.6600462,-0.3168935,108.0763
0.6537468,-0.3159199,109.2847
0.647139,-0.3144768,110.4959
0.6405352,-0.3130481,111.7125
0.6339385,-0.3116335,112.9335
0.6273522,-0.3102326,114.1579
0.6207802,-0.3088451,115.3847
0.6142268,-0.3074708,116.6126
0.6076965,-0.3061096,117.8405
0.601194,-0.3047616,119.0671
0.5947246,-0.303427,120.2911
0.5879216,-0.3017657,121.526
0.5799415,-0.2990016,122.8043
0.572007,-0.2962488,124.076
0.5641265,-0.2935103,125.3396
0.5563086,-0.2907895,126.5937
0.5462847,-0.2856698,128.2791
0.5359435,-0.280153,130.0292
0.5256897,-0.2746643,131.7656
0.5184978,-0.2699687,133.5049
0.5136071,-0.2658793,135.2395
0.5087715,-0.2618298,136.9528
0.503998,-0.2578285,138.6423
0.4992924,-0.2538832,140.306
0.4946612,-0.2500014,141.9419
0.4901096,-0.2461899,143.5482
0.4856428,-0.2424552,145.1232
0.4812654,-0.2388031,146.6654
0.4769816,-0.2352386,148.1736
0.4727945,-0.2317662,149.6467
0.4687074,-0.2283895,151.0838
0.4647226,-0.2251118,152.4841
0.460842,-0.2219354,153.8471
0.4570671,-0.2188621,155.1723
0.4533985,-0.215893,156.4598
0.449837,-0.2130289,157.7091
0.4463822,-0.2102697,158.9205
0.4430342,-0.2076151,160.0942
0.439792,-0.2050641,161.2303
0.4366549,-0.2026155,162.3294
0.433621,-0.2002679,163.392
0.4306891,-0.1980193,164.4185
0.4299127,-0.1974657,165.4698
0.4292272,-0.197001,166.4863
0.4286395,-0.1964998,167.462
0.4289599,-0.1954129,168.3595
0.4292435,-0.1943794,169.2245
0.4294921,-0.1933977,170.0578
0.9213213,-0.1390259,57.5146
0.9151095,-0.1452786,58.05406
0.9083028,-0.1520911,58.67069
0.9052111,-0.1628269,59.49118
0.9034754,-0.1755356,60.43889
0.9016308,-0.1888371,61.45457
0.8997322,-0.2024082,62.51456
0.8978491,-0.2158427,63.58876
0.8910389,-0.2290989,65.39261
0.8817811,-0.2416377,67.44025
0.8731251,-0.2521397,69.39837
0.8644653,-0.2612732,71.29208
0.8558483,-0.2690112,73.10783
0.8482063,-0.2739692,74.51263
0.8412543,-0.2767642,75.61684
0.8341795,-0.278873,76.72189
0.8269972,-0.280424,77.82545
0.8197154,-0.281535,78.9264
0.8123361,-0.2823075,80.02459
0.8048565,-0.2828251,81.12065
0.7972703,-0.2831541,82.2158
0.7895695,-0.2833458,83.31155
0.7817446,-0.2834395,84.40968
0.7737864,-0.2834649,85.51197
0.7666584,-0.2834792,86.62177
0.7607017,-0.2835119,87.74132
0.7546096,-0.2835288,88.86983
0.7483827,-0.2835401,90.00854
0.7420223,-0.2835534,91.15845
0.7355298,-0.2835751,92.32027
0.7289078,-0.2836103,93.49445
0.7221596,-0.2836629,94.68123
0.7152892,-0.2837366,95.88058
0.7083014,-0.2838343,97.09228
0.7012019,-0.2839583,98.3159
0.693997,-0.2841108,99.55079
0.6866939,-0.2842935,100.7962
0.6793003,-0.2845077,102.051
0.6718245,-0.2847543,103.3144
0.6642754,-0.2850342,104.5849
0.6566625,-0.2853478,105.8613
0.6489958,-0.2856953,107.1421
0.6415418,-0.2856278,108.458
0.6345472,-0.2847316,109.8369
0.627552,-0.2838319,111.2182
0.6205654,-0.282931,112.6001
0.6135967,-0.2820318,113.9806
0.6066558,-0.2811365,115.3578
0.5997519,-0.2802479,116.73
0.5928945,-0.2793683,118.0951
0.5843522,-0.2769085,119.5208
0.5757517,-0.2743504,120.9408
0.5650732,-0.2695203,122.7683
0.5536881,-0.2638686,124.7374
0.542432,-0.2582775,126.6863
0.5355684,-0.2538417,128.6393
0.5299519,-0.2497671,130.5731
0.5244199,-0.245764,132.4778
0.5189795,-0.2418407,134.3509
0.5136372,-0.2380044,136.1901
0.5083987,-0.2342617,137.9937
0.5032691,-0.230618,139.7598
0.4982527,-0.227078,141.487
0.4933528,-0.2236457,143.174
0.488573,-0.2203239,144.8199
0.4839151,-0.2171149,146.4238
0.4793809,-0.2140201,147.9852
0.4749712,-0.2110403,149.5037
0.4706872,-0.2081756,150.979
0.4665284,-0.2054255,152.4112
0.4624946,-0.2027889,153.8004
0.4585849,-0.2002644,155.1467
0.4547982,-0.1978502,156.4507
0.4511329,-0.1955439,157.7127
0.4476095,-0.1933604,158.9341
0.4464113,-0.1929961,160.1793
0.9138579,-0.1505665,53.71801
0.9070639,-0.1555803,54.18118
0.9017619,-0.1633345,54.80064
0.8982257,-0.1742077,55.59588
0.8966837,-0.1859086,56.48006
0.895546,-0.1987312,57.46752
0.8942384,-0.2126377,58.55456
0.8927951,-0.2273253,59.7219
0.8912668,-0.2423571,60.94069
0.8897145,-0.2572086,62.1755
0.8872924,-0.2713591,63.53407
0.8789578,-0.28439,65.71145
0.8636677,-0.2954231,67.82314
0.8494333,-0.3044585,69.90298
0.836903,-0.308375,71.93333
0.8312792,-0.3091342,73.27357
0.8266936,-0.3093504,74.54198
0.8221687,-0.3094814,75.8322
0.816406,-0.309466,77.1279
0.8077978,-0.3092178,78.41209
0.7992412,-0.3089706,79.6941
0.7928299,-0.3088208,80.97231
0.7868713,-0.3087233,82.24045
0.7809519,-0.3086752,83.49592
0.7750676,-0.3086849,84.73814
0.7692116,-0.3087578,85.96754
0.7633756,-0.3088972,87.18542
0.7575496,-0.3091043,88.39358
0.7517236,-0.3093795,89.59411
0.7458874,-0.3097222,90.78923
0.7400318,-0.3101314,91.9811
0.7341483,-0.3106054,93.17177
0.7282293,-0.3111429,94.36305
0.7222691,-0.3117421,95.5565
