BucketTipDistance_m_,BucketTipDepth_m_,BucketTipAOA_deg_
0.893415469,-0.277119416,59.72322185
0.886775112,-0.281341231,62.02273916
0.88735501,-0.27127867,62.27344426
0.888445345,-0.259905798,62.33688563
0.884044212,-0.256982227,63.5203593
0.877041648,-0.257899435,65.23990978
0.867862977,-0.261042746,67.45227858
0.855507902,-0.271218066,69.68451682
0.844316654,-0.280693521,71.57545178
0.832916796,-0.287058767,74.18295038
0.824165268,-0.291878804,76.28378604
0.815669534,-0.295170089,78.41412038
0.807516188,-0.298705821,80.49222426
0.797101528,-0.304548575,82.20207864
0.790875486,-0.306919803,83.13878565
0.795255391,-0.293183354,82.33445148
0.79592967,-0.283302538,82.06607829
0.789677037,-0.282517076,82.94030672
0.777674279,-0.287383096,84.7182357
0.767264281,-0.292480967,86.25819627
0.755932406,-0.298488368,87.92549202
0.748611937,-0.300506212,89.34216748
0.739462151,-0.302710519,91.5733147
0.732051384,-0.304108748,93.45565016
0.725721889,-0.303985124,95.20727344
0.718394796,-0.306389809,96.53249217
0.718575065,-0.299246093,96.39979725
0.718277559,-0.293048683,96.34138746
0.711309896,-0.29121718,97.22706219
0.704717192,-0.289121604,98.0493472
0.692990954,-0.291895177,99.65949286
0.68208561,-0.295600192,101.1778164
0.67243584,-0.296761212,102.9609776
0.664995441,-0.297146444,104.7512185
0.657501889,-0.297108089,106.6689743
0.648970125,-0.297050839,108.7809711
0.640196494,-0.298685892,110.1793157
0.639367456,-0.293454787,110.1956834
0.631908597,-0.291202002,111.1576873
0.624502558,-0.288158917,112.0468545
0.617068829,-0.285772221,112.954296
0.610074147,-0.283960236,113.8186269
0.597265483,-0.285143329,115.5353581
0.588481484,-0.285504344,116.7018364
0.579237256,-0.286481599,117.9504442
0.56993053,-0.287266956,119.2053403
0.563646506,-0.285617375,120.9824502
0.557868392,-0.283792208,122.7097712
0.551522926,-0.281747457,124.5765138
0.544625468,-0.279445701,126.58585
0.535901763,-0.277575522,128.6134131
0.531449904,-0.2746412,129.1360945
0.525806222,-0.270822372,129.8415419
0.51940467,-0.267751045,130.6298616
0.512006686,-0.264555488,131.5547704
0.503592769,-0.261187716,132.6196626
0.496061081,-0.259266713,133.9123207
0.487729458,-0.255912007,136.1803449
0.479138551,-0.251921895,138.6670793
0.471525164,-0.248115978,140.916961
0.463695269,-0.24413868,143.1916452
0.455875633,-0.239205026,145.4821698
0.448189752,-0.235108121,147.6695192
0.4402348,-0.230151019,150.1598327
0.436202316,-0.224722253,152.5656435
0.432181013,-0.217934673,155.4708368
0.429452697,-0.212184654,157.862976
0.425910044,-0.204512092,161.0132202
0.423006027,-0.197224207,163.9518985
0.421075505,-0.190548571,166.5886839
0.41864181,-0.181417631,170.1685743
0.417439663,-0.174019478,173.0254225
0.417340248,-0.166037378,174.9105483
0.419771598,-0.159621396,174.0625351
0.421698322,-0.154329637,173.3665738
0.42321398,-0.147578853,172.6510656
0.424813562,-0.142809461,172.0284273
0.426748512,-0.13680489,171.2476404
0.428225071,-0.1306507,170.5329493
0.429837063,-0.125167191,169.8250399
0.942963073,-0.138633978,44.12001081
0.940913469,-0.150924803,44.87620967
0.938143626,-0.164880398,45.78168741
0.935003424,-0.180718433,46.7614167
0.932137173,-0.19405894,47.58918671
0.928792654,-0.208548498,48.49112154
0.924604685,-0.225368887,49.54221847
0.920770582,-0.239714246,50.44240627
0.91136347,-0.258965181,52.28808434
0.900107411,-0.275859929,54.61650996
0.889824169,-0.290399832,56.93169115
0.877421016,-0.302810578,59.79296664
0.866005721,-0.312755229,62.41424371
0.854515757,-0.321009511,64.35280546
0.85707709,-0.310544112,63.91869327
0.857115247,-0.301315389,63.87399273
0.850095216,-0.30007802,65.02322464
0.841590362,-0.301674116,66.63343789
0.83149784,-0.306666906,68.82543974
0.816599728,-0.315574083,72.03807883
0.805612309,-0.320692341,74.44283864
0.798081819,-0.323507696,76.18007556
0.788593533,-0.327519685,78.06777574
0.777572464,-0.333008389,79.67217859
0.779539333,-0.323469678,79.27940781
0.781398478,-0.313127132,78.87161581
0.774939009,-0.311995961,79.77033698
0.766463628,-0.311075893,80.90023288
0.751864667,-0.31761738,82.96368832
0.740129189,-0.322273173,84.59377342
0.727577843,-0.326617217,86.93645347
0.719934791,-0.328513068,88.66294735
0.711625408,-0.3294681,90.60200524
0.703076873,-0.330806684,92.72506125
0.696952357,-0.330593244,94.37095553
0.688328033,-0.332069418,95.83836049
0.692220188,-0.320788849,95.15653829
0.689480135,-0.316313607,95.41702746
0.681739589,-0.313397567,96.34637525
0.673311284,-0.311254175,97.40992682
0.66276825,-0.312660413,98.78411375
0.650761729,-0.314924759,100.3612418
0.639592926,-0.317437505,101.8359736
0.630676579,-0.31923546,103.0076837
0.621189101,-0.320196002,104.2317497
0.613091977,-0.321498915,105.2883075
0.608947248,-0.320274419,106.4282982
0.604076802,-0.318894156,108.1998888
0.599847383,-0.31757201,109.7529951
0.595912082,-0.315284131,111.2986728
0.591848636,-0.314478909,112.4761708
0.586415394,-0.313480717,113.1947344
0.586384358,-0.307461924,113.0831893
0.580632932,-0.30273327,113.739362
0.574594486,-0.2995338,114.4312556
0.568489198,-0.296276494,115.1280999
0.558726614,-0.296084794,116.3921705
0.549451629,-0.296407963,117.6132125
0.540111199,-0.296539722,118.842647
0.534590693,-0.295799665,119.5472836
0.527137193,-0.29567639,120.5289019
0.523685621,-0.294301271,121.6563187
0.520738401,-0.292337884,123.0055195
0.516898766,-0.290000453,124.6102046
0.513238427,-0.287636556,126.169372
0.50975534,-0.285256887,127.6823904
0.503387285,-0.283827179,129.0107417
0.498430567,-0.282701005,129.6614648
0.496443379,-0.279582259,129.8811147
0.491747895,-0.27379648,130.5230159
0.487950274,-0.270297164,131.0704479
0.482276585,-0.266649927,131.8302409
0.471593693,-0.264454711,133.312587
0.465601103,-0.263550456,134.1370681
0.460086578,-0.262641829,134.8976968
0.453543077,-0.261467735,135.8028536
0.449865429,-0.260072233,136.2864619
0.446984481,-0.256860102,137.9433316
0.444139224,-0.253916698,139.4401049
0.441005639,-0.250486413,141.1433521
0.437125078,-0.246410624,143.1318335
0.433519941,-0.242885963,144.8279167
0.428313368,-0.237978765,147.1483362
0.424791578,-0.233387736,149.2260086
0.421500735,-0.228769745,151.2712869
0.417717554,-0.222821741,153.844473
0.41477803,-0.217076677,156.2648877
0.411911502,-0.211653021,158.5214018
0.408950344,-0.205268166,161.1317324
0.406246378,-0.197370277,164.2916467
0.404054477,-0.190963827,166.8300937
0.402633882,-0.184878489,169.2064602
0.401286686,-0.177443753,172.084896
0.4001441,-0.168719848,175.1579687
0.400110497,-0.160678158,177.6553696
0.886107572,-0.111558577,67.66800312
0.886107572,-0.111558577,67.66800312
0.886107572,-0.111558577,67.66800312
0.885423707,-0.116267936,67.97458733
0.881692256,-0.137784627,69.42462059
0.876881698,-0.163323367,71.09829005
0.874116063,-0.181090417,71.93917923
0.871599446,-0.196633227,72.77485949
0.869328942,-0.205756511,73.378395
0.86282445,-0.215062375,74.65565985
0.850564142,-0.227037372,76.90799906
0.840170862,-0.236508753,78.74650564
0.835548744,-0.236413988,79.47449193
0.835292758,-0.228436509,79.33541855
0.835276285,-0.219335877,79.11552537
0.829283561,-0.21773312,79.98948845
0.820744895,-0.219677447,81.32339568
0.812645124,-0.221811697,82.57672865
0.799325684,-0.230751099,84.754253
0.788215187,-0.237086622,86.93107156
0.779390396,-0.24079624,88.95161492
0.771828305,-0.242750264,90.713711
0.762962864,-0.245748777,92.80106809
0.755373372,-0.249851215,94.04559784
0.747228026,-0.253467299,95.27289496
0.743492984,-0.250489967,95.74288886
0.74066182,-0.24630454,96.01111062
0.733788418,-0.244926054,96.9051603
0.727687795,-0.243051071,97.67159446
0.718040562,-0.245123456,99.02961369
0.706844724,-0.249996013,100.6738416
0.697996016,-0.252794735,101.9349278
0.688295374,-0.256486186,103.3321376
0.679711961,-0.258744646,104.8527049
0.673668749,-0.258973314,106.3817917
0.666434336,-0.259247511,108.1646503
0.658859574,-0.259772281,109.8920487
0.649804094,-0.261567413,111.1531555
0.643278543,-0.262519709,112.0505333
0.639258557,-0.258798018,112.5066111
0.632752153,-0.255744555,113.2670287
0.625899136,-0.254226651,114.1220179
0.613943072,-0.255921904,115.7635643
0.604626828,-0.257600874,117.0574739
0.593811934,-0.258533992,118.5275462
0.584799203,-0.259731766,119.7709733
0.576286417,-0.259272566,121.5233144
0.569890069,-0.25771231,123.2897578
0.562332403,-0.255869264,125.3243722
0.553639945,-0.253659369,127.6333729
0.546209478,-0.251717312,129.5731703
0.537216689,-0.249374104,131.8524305
0.524625084,-0.248173602,134.1114031
0.514733771,-0.247898567,135.5220778
0.503873576,-0.24732242,137.0736293
0.4941283,-0.245958424,138.7130701
0.485333048,-0.242241508,141.1228802
0.473186432,-0.23788494,144.0208912
0.461661922,-0.233681833,146.6736023
0.457852948,-0.228748028,148.9314271
0.453892369,-0.223077352,151.4575761
0.450466734,-0.217028923,154.056382
0.446575727,-0.210008345,157.0308552
0.443886525,-0.20386708,159.5558859
0.440951666,-0.197123242,162.3086105
0.438643279,-0.189928087,165.1717639
0.436075785,-0.181334864,168.568763
0.434935117,-0.173674955,171.2294491
0.434026684,-0.164926045,174.2891968
0.433524136,-0.156892096,176.7773213
0.433868573,-0.147803385,179.3283061
0.434334628,-0.139393194,181.3354352
0.435059078,-0.132218566,182.5603823
0.436378493,-0.125901728,182.8049669
0.437605233,-0.118810922,182.7417748
0.438874758,-0.113588752,182.2335082
0.911551417,-0.131417606,58.69422086
0.911214151,-0.131884708,58.76963912
0.911214151,-0.131884708,58.76963912
0.911214151,-0.131884708,58.76963912
0.910487914,-0.134748548,58.99711331
0.908870512,-0.144319592,59.60505372
0.90648431,-0.157427913,60.43937129
0.904439385,-0.169148932,61.08279085
0.902244707,-0.180826716,61.72496535
0.900761507,-0.190464383,62.19660111
0.897024421,-0.195891964,63.42585517
0.882682961,-0.210956094,67.04569121
0.86893002,-0.223670205,70.31693872
0.855482763,-0.234085884,73.4634778
0.841280954,-0.244115965,76.70923301
0.829268818,-0.253943382,78.79627232
0.823606789,-0.252144253,79.81704622
0.816622234,-0.251910099,81.0904328
0.807465149,-0.252948937,82.73278578
0.793738402,-0.260279602,85.05779524
0.781578702,-0.267243908,86.94684458
0.767690139,-0.275462795,89.07830587
0.75785168,-0.278321096,91.17925121
0.749136661,-0.280800002,93.22683159
0.740729022,-0.283070274,95.16205598
0.732121192,-0.285104771,97.16395798
0.721642655,-0.28904925,98.68629846
0.717188421,-0.28774293,99.30167186
0.715704009,-0.281329019,99.35386261
0.708646767,-0.280233732,100.3166539
0.698781182,-0.280970049,101.6571551
0.687259705,-0.285155303,103.2984749
0.677762242,-0.287101502,105.1175771
0.669319175,-0.287614593,107.1254007
0.661280921,-0.287025177,109.0689689
0.652518991,-0.286989556,111.225551
0.644248751,-0.288791379,112.5064881
0.63767929,-0.288825217,113.3884176
0.634252692,-0.284928536,113.7860321
0.626460489,-0.282693416,114.8089785
0.618375829,-0.281248828,115.8482441
0.60644087,-0.283317323,117.5028149
0.597039175,-0.283956789,118.779709
0.58942477,-0.284931188,119.8288381
0.583053377,-0.284130974,121.3258615
0.576963795,-0.282140222,123.2170867
0.570932395,-0.280301516,124.9966142
0.564654612,-0.278439074,126.7893182
0.556655856,-0.278542634,128.0432095
0.550799549,-0.278034167,128.842036
0.548243948,-0.274444996,129.0874448
0.542363868,-0.27080269,129.8402309
0.536650381,-0.267940066,130.5457164
0.527423322,-0.266423726,131.7913569
0.519219298,-0.266200391,132.9431945
0.511802818,-0.265141882,133.9610523
0.504503985,-0.264347159,135.1279816
0.500368267,-0.260840318,137.0339112
0.496170279,-0.25787371,138.6957132
0.490938287,-0.254915155,140.4363263
0.484647525,-0.251426931,142.4627555
0.476574049,-0.247353823,144.8446283
0.469871546,-0.243629306,146.9103239
0.466264206,-0.238949422,149.0517697
0.462383747,-0.233378041,151.5341542
0.458695142,-0.227522401,154.0801397
0.455543968,-0.221267,156.7083968
0.452222986,-0.21459569,159.484898
0.448821999,-0.206523145,162.7729844
0.446725917,-0.199833005,165.4303032
0.444641515,-0.191407924,168.4445397
0.443230513,-0.184255562,171.2204008
0.442406598,-0.176144806,174.0322813
0.442057203,-0.166342241,176.8835092
0.442618864,-0.159375798,178.020837
0.938794059,-0.119086265,50.69912755
0.938794059,-0.119086265,50.69912755
0.938342953,-0.11971868,50.83703792
0.938342953,-0.11971868,50.83703792
0.938342953,-0.11971868,50.83703792
0.937485886,-0.123939369,51.14607376
0.934412582,-0.143512024,52.35620965
0.931161207,-0.161758685,53.48793321
0.928841374,-0.176978602,54.1308959
0.927216699,-0.189383919,54.705439
0.923932489,-0.200546446,55.55253596
0.908226137,-0.221603421,58.87886323
0.892315489,-0.238317674,62.52514418
0.879117666,-0.250071471,65.69548747
0.866085331,-0.260646417,68.75657936
0.852555254,-0.271728127,71.50863904
0.840885873,-0.280746318,73.47358149
0.839062979,-0.273568618,73.65175928
0.831498478,-0.274043465,75.10209067
0.820038416,-0.278522349,77.57569975
0.807226721,-0.285528783,80.37035569
0.795505274,-0.290870865,82.79540286
0.783447906,-0.297668835,84.90641788
0.770787214,-0.303706423,87.00055648
0.759868615,-0.308828567,88.60881408
0.749710165,-0.31397754,90.09562304
0.740758367,-0.318253243,91.39025687
0.732414095,-0.320532829,92.87928101
0.725236102,-0.32158096,94.75914781
0.718898472,-0.322099918,96.5260596
0.711893049,-0.323182727,97.89211066
0.704972041,-0.325818858,98.86916975
0.706904302,-0.315733948,98.50959836
0.707760135,-0.308478588,98.2571058
0.701685427,-0.306912514,99.03616552
0.690798415,-0.307704389,100.4967805
0.679413463,-0.310664003,102.0611148
0.671482535,-0.313065586,103.1543421
0.662606877,-0.314803984,104.3546653
0.655015699,-0.316030089,105.3735927
0.64939312,-0.315920398,106.801172
0.645193884,-0.314949137,108.2285352
0.640627042,-0.313514128,109.906476
0.635475259,-0.312994164,111.2984289
0.629682792,-0.313425195,112.0757174
0.629831366,-0.307268749,111.9574135
0.623278882,-0.303917762,112.7844283
0.617721164,-0.300401,113.4305802
0.611276727,-0.298476365,114.2309712
0.599452903,-0.299477032,115.8174146
0.590279515,-0.299867223,117.0400559
0.5818553,-0.300382408,118.3383145
0.577711295,-0.298836926,119.7438353
0.572828337,-0.296776473,121.46939
0.567677068,-0.294692568,123.2123139
0.559677723,-0.293730166,124.9023442
0.554170346,-0.293215443,125.6399652
0.548236192,-0.293374262,126.456392
0.547761679,-0.288892654,126.440424
0.542867952,-0.285316551,127.0065879
0.537316521,-0.281601672,127.7031243
0.531852133,-0.277937425,128.3412776
0.524712154,-0.276355476,129.2782123
0.516291962,-0.276049193,130.4393127
0.50868109,-0.274912121,131.4665723
0.502540921,-0.274476003,132.3155887
0.499268035,-0.272061506,133.7113648
0.4963717,-0.269481664,135.1194441
0.49325738,-0.266560459,136.6733771
0.488769734,-0.262905744,138.6424272
0.484410826,-0.259560466,140.437559
0.480282859,-0.256711959,141.981629
0.471987329,-0.254888626,143.4431297
0.465627448,-0.253847398,144.3733867
0.459595894,-0.252067642,145.2331652
0.45319396,-0.250815649,146.1757882
0.447477496,-0.24935375,147.125156
0.442383084,-0.244708316,149.3201227
0.435519578,-0.240475097,151.3966637
0.427087846,-0.235715819,153.6999284
0.418364854,-0.230559417,156.0978281
0.408851453,-0.224643649,158.7371075
0.401582449,-0.219765106,160.8297205
0.391586868,-0.212890745,163.6752732
0.388908212,-0.206395152,166.2492565
0.387669278,-0.201428936,168.1944782
0.38655505,-0.196103916,170.2650712
0.385165574,-0.18999736,172.6260114
0.383974927,-0.183014601,175.3101293
0.383570855,-0.177110038,177.5700133
0.383663795,-0.168083666,180.7386986
0.383766174,-0.160741573,183.2668496
0.384843784,-0.153572256,185.1698035
0.945403884,-0.140890311,44.95976
0.94560285,-0.139657363,44.8841968
0.94560285,-0.139657363,44.8841968
0.944267999,-0.146333429,45.33967996
0.940983837,-0.164741589,46.47107702
0.937340285,-0.183049629,47.60025666
0.931926643,-0.207304395,49.103087
0.927129752,-0.228516835,50.17596529
0.923205618,-0.246855201,51.08317147
0.916397018,-0.263737233,53.14555993
0.908893536,-0.276157322,55.68827576
0.899157497,-0.288286837,58.30819356
0.889720164,-0.296583504,60.78643873
0.879905241,-0.305212236,63.07826258
0.881389453,-0.293305223,62.82043049
0.881273196,-0.283624983,62.79115067
0.874231851,-0.284275426,64.03136884
0.866178834,-0.287138238,65.39597088
0.852094458,-0.29707447,67.75891534
0.83798763,-0.307706973,70.3798482
0.825858043,-0.314432945,73.03085315
0.814250128,-0.320914538,75.60626555
0.805380885,-0.324498719,77.66683733
0.793585546,-0.331352057,79.71309433
0.784713404,-0.335857631,81.03051857
0.788767488,-0.321960703,80.33893158
0.785961827,-0.31746113,80.67961746
0.776782873,-0.317309856,81.96221081
0.767953976,-0.31747686,83.18302163
0.755907887,-0.321706722,85.09420972
0.743525358,-0.325083081,87.71209584
0.733872461,-0.327874817,89.81465591
0.723354248,-0.330378783,92.20610314
0.715804511,-0.331771998,94.01341187
0.706280747,-0.334460116,95.39263078
0.698355355,-0.336514051,96.47280807
0.701005305,-0.326359176,95.99076834
0.694413384,-0.323289169,96.79918852
0.686701052,-0.32117066,97.80036763
0.67908141,-0.318961148,98.74416159
0.666020106,-0.321959838,100.4930783
0.655115471,-0.324783531,101.9554303
0.645489235,-0.326283649,103.223235
0.63696294,-0.326644414,104.7014185
0.631736118,-0.325951606,106.2699567
0.626039847,-0.325000454,108.0218703
0.621294173,-0.323979608,109.5481295
0.616223264,-0.322493687,111.3188753
0.610522998,-0.32205492,112.3334842
0.611156272,-0.316638485,112.1701566
0.605182881,-0.312858159,112.9426423
0.598841114,-0.309142973,113.7207553
0.592509407,-0.306845204,114.5305729
0.583522905,-0.305558287,115.6727225
0.573143322,-0.305687546,117.0370084
0.565580171,-0.30616942,118.0441563
0.558877698,-0.305753848,118.9164293
0.552195141,-0.305973467,119.805415
0.546923209,-0.306075759,120.5066552
0.541632491,-0.306115495,121.2104307
0.537712763,-0.305376617,121.7121091
0.534666672,-0.304449528,122.5601457
0.531541641,-0.30230608,123.9936829
0.528108028,-0.300143142,125.4443023
0.524564232,-0.297784671,126.9694298
0.522925806,-0.293979885,127.8511593
0.518653458,-0.290096295,128.3706142
0.51296181,-0.28548243,129.0157342
0.507366064,-0.282259872,129.6894144
0.501717587,-0.278978251,130.368816
0.492438486,-0.277422137,131.6159226
0.484174955,-0.27650121,132.7504642
0.477229864,-0.274897729,133.6826496
0.469867351,-0.27382089,134.6989336
0.465926865,-0.273190775,135.2441776
0.461365174,-0.271717041,135.8524511
0.458165332,-0.269421595,137.105692
0.454785978,-0.266011757,138.858884
0.451598273,-0.262592855,140.5708804
0.448233628,-0.259208756,142.2448871
0.444712408,-0.254847741,143.9972623
0.438922435,-0.249800094,146.1187127
0.432258545,-0.244738344,148.5485094
0.426361795,-0.240371028,150.6010957
0.417946589,-0.234495752,153.3061283
0.41002093,-0.228812751,155.8371479
0.403362688,-0.223520253,158.1150967
0.395341531,-0.216968924,160.8562513
0.388716147,-0.211214251,163.1962663
0.379465942,-0.203329272,166.3096183
0.371250137,-0.196433426,168.9402882
0.361871405,-0.187757664,172.1485396
0.357006605,-0.180354498,174.8883545
0.888150934,-0.093628971,66.67917069
0.887821806,-0.094072091,66.75353512
0.887221853,-0.097686806,67.04407718
0.884634024,-0.114641579,68.1934601
0.88245984,-0.128715569,69.11177815
0.879857136,-0.143878168,70.10355751
0.877228436,-0.157796685,71.01644717
0.876537553,-0.161264656,71.24430567
0.875794291,-0.165043673,71.42702447
0.866220873,-0.177978282,73.25454318
0.849957672,-0.19519805,76.36953394
0.834624242,-0.209255272,79.11147996
0.823133336,-0.218873483,81.11288553
0.810905872,-0.228516255,83.1507257
0.801512554,-0.235383259,84.70185383
0.79164009,-0.242202864,86.30039314
0.791892076,-0.234640197,86.06198025
0.787489663,-0.231808467,86.60513191
0.780757526,-0.231234884,87.53085067
0.771272469,-0.233029281,88.89627684
0.758595123,-0.240562275,90.81794317
0.746774282,-0.245504147,92.81944661
0.738431821,-0.247824135,94.75056016
0.731223787,-0.249571536,96.44564025
0.72186435,-0.252343588,98.39202181
0.71357142,-0.256030883,99.61189051
0.704744404,-0.258940598,100.8749409
0.702191768,-0.25590171,101.161991
0.696781007,-0.253275589,101.7971173
0.690122274,-0.251846992,102.6290566
0.678140198,-0.255345233,104.313765
0.669485155,-0.257421802,105.5132905
0.659528739,-0.260475661,106.9125292
0.650362952,-0.263062349,108.1921333
0.642437381,-0.263884304,109.457141
0.635119873,-0.263459186,111.3520083
0.627542956,-0.263010029,113.2596897
0.618646462,-0.263453961,115.0490871
0.609346534,-0.265188947,116.3395712
0.602516256,-0.264817837,117.2341509
0.596596743,-0.261850121,117.963907
0.589060751,-0.259890467,118.8979261
0.580911483,-0.257142596,119.8852014
0.570673274,-0.256707654,121.2365816
0.558691325,-0.257641833,122.8787662
0.547407414,-0.257823565,124.5919011
0.539078481,-0.25555767,126.8022006
0.531577415,-0.25325717,128.8408928
0.522020953,-0.250496993,131.2852468
0.510289533,-0.249991671,132.971906
0.49901382,-0.248864077,134.737425
0.490163611,-0.245961855,136.5627609
0.479601947,-0.243345933,138.6789869
0.468028886,-0.240152998,141.0138441
0.455109374,-0.236333449,143.5758055
0.444178478,-0.231970436,146.0900863
